"order_id","order_date","product_id","store_id","customer_id","quantity","unit_price","discount","revenue","cost","profit"
"0RD00001949","2023-02-22","P0177","S014","C000942",4,9.49,0.0,37.96,23.47,14.49
"0RD00001950","2024-07-03","P0097","S051","C036142",4,3.66,0.1,13.18,6.7,6.47
"0RD00001951","2024-12-13","P0075","S036","C049771",4,10.3,0.0,41.2,22.04,19.16
"0RD00001952","2024-07-29","P0009","S053","C040425",2,12.45,0.0,24.9,16.0,8.9
"0RD00001953","2023-06-01","P0088","S004","C047707",2,7.65,0.15,13.01,8.75,4.26
"0RD00001954","2023-04-01","P0090","S012","C041517",4,9.5,0.1,34.2,19.64,14.56
"0RD00001955","2023-09-10","P0178","S011","C026052",1,11.31,0.0,11.31,5.7,5.61
"0RD00001956","2023-01-17","P0021","S095","C030013",4,13.45,0.0,53.8,28.98,24.82
"0RD00001957","2023-04-04","P0070","S056","C003519",3,5.91,0.0,17.73,9.96,7.77
"0RD00001958","2023-06-24","P0124","S053","C000861",5,14.92,0.0,74.6,48.05,26.55
"0RD00001959","2023-10-26","P0046","S032","C013223",3,12.97,0.0,38.91,23.78,15.13
"0RD00001960","2023-09-22","P0028","S069","C018113",4,3.88,0.0,15.52,8.4,7.12
"0RD00001961","2023-07-24","P0165","S013","C004354",4,10.13,0.0,40.52,22.21,18.31
"0RD00001962","2024-05-15","P0040","S043","C046954",5,12.85,0.1,57.83,38.92,18.91
"0RD00001963","2023-06-13","P0118","S064","C004467",2,5.29,0.1,9.52,5.1,4.42
"0RD00001964","2024-12-23","P0141","S012","C034470",4,12.77,0.0,51.08,32.72,18.36
"0RD00001965","2023-09-15","P0126","S005","C037614",5,11.67,0.0,58.35,36.14,22.21
"0RD00001966","2023-10-18","P0060","S041","C022308",3,14.36,0.0,43.08,26.8,16.28
"0RD00001967","2024-01-03","P0096","S060","C032142",1,12.61,0.0,12.61,7.33,5.28
"0RD00001968","2024-04-27","P0183","S014","C014607",3,4.12,0.0,12.36,6.99,5.37
"0RD00001969","2024-06-03","P0194","S018","C037136",4,10.73,0.0,42.92,29.32,13.6
"0RD00001970","2024-12-12","P0055","S021","C017528",2,9.61,0.15,16.34,10.86,5.48
"0RD00001971","2024-02-21","P0031","S021","C044765",1,5.8,0.0,5.8,3.26,2.54
"0RD00001972","2023-05-04","P0167","S090","C019743",1,12.3,0.0,12.3,7.42,4.88
"0RD00001973","2023-01-10","P0070","S087","C016357",3,9.35,0.0,28.05,18.81,9.24
"0RD00001974","2023-09-29","P0065","S059","C026366",5,8.74,0.0,43.7,29.89,13.81
"0RD00001975","2024-06-15","P0090","S053","C043116",2,6.46,0.0,12.92,7.65,5.27
"0RD00001976","2023-09-09","P0188","S025","C002479",5,3.76,0.2,15.04,10.34,4.7
"0RD00001977","2023-08-30","P0150","S060","C045647",1,11.66,0.0,11.66,7.84,3.82
"0RD00001978","2024-02-10","P0052","S043","C048181",3,10.12,0.1,27.32,15.83,11.5
"0RD00001979","2023-04-29","P0071","S040","C023886",2,9.65,0.0,19.3,10.99,8.31
"0RD00001980","2023-03-27","P0188","S007","C018456",1,13.3,0.0,13.3,7.49,5.81
"0RD00001981","2023-06-15","P0176","S090","C011909",5,14.52,0.2,58.08,33.87,24.21
"0RD00001982","2024-01-13","P0200","S063","C039526",1,3.85,0.0,3.85,2.02,1.83
"0RD00001983","2024-01-09","P0069","S070","C030598",5,8.6,0.0,43.0,25.44,17.56
"0RD00001984","2024-09-05","P0025","S011","C032027",1,12.51,0.2,10.01,6.08,3.93
"0RD00001985","2023-09-19","P0003","S082","C047214",3,12.7,0.0,38.1,25.33,12.77
"0RD00001986","2023-12-26","P0008","S053","C048929",3,7.92,0.2,19.01,11.63,7.38
"0RD00001987","2023-08-26","P0141","S044","C039610",5,5.11,0.0,25.55,14.18,11.37
"0RD00001988","2024-01-26","P0078","S039","C046478",1,5.41,0.0,5.41,3.76,1.65
"0RD00001989","2023-10-21","P0092","S080","C012901",2,4.44,0.0,8.88,5.7,3.18
"0RD00001990","2024-03-02","P0037","S100","C042871",5,6.69,0.0,33.45,22.51,10.94
"0RD00001991","2023-07-28","P0012","S003","C007976",3,10.77,0.15,27.46,16.14,11.32
"0RD00001992","2024-03-14","P0075","S039","C047624",3,13.44,0.15,34.27,17.6,16.68
"0RD00001993","2023-08-09","P0189","S100","C042524",4,5.79,0.0,23.16,13.39,9.77
"0RD00001994","2024-03-04","P0036","S063","C004298",1,9.26,0.2,7.41,5.16,2.25
"0RD00001995","2024-10-03","P0141","S045","C002652",3,12.27,0.0,36.81,18.84,17.97
"0RD00001996","2023-10-22","P0166","S025","C039995",2,10.93,0.1,19.67,11.64,8.04
"0RD00001997","2023-12-07","P0154","S047","C033286",1,3.36,0.1,3.02,1.73,1.3
"0RD00001998","2024-11-08","P0019","S098","C047412",3,14.11,0.0,42.33,22.48,19.85
"0RD00001999","2024-09-14","P0152","S029","C043115",2,9.17,0.0,18.34,9.47,8.87
"0RD00002000","2024-10-24","P0161","S090","C041562",5,12.23,0.2,48.92,29.45,19.47
"0RD00002001","2024-04-01","P0013","S020","C005500",2,8.2,0.0,16.4,9.31,7.09
"0RD00002002","2023-04-10","P0084","S035","C027639",2,3.05,0.1,5.49,3.11,2.38
"0RD00002003","2023-06-27","P0172","S071","C003195",3,4.69,0.0,14.07,7.25,6.82
"0RD00002004","2023-06-07","P0057","S003","C030825",1,7.17,0.0,7.17,4.26,2.91
"0RD00002005","2023-03-12","P0099","S096","C007149",2,5.63,0.0,11.26,6.74,4.52
"0RD00002006","2023-01-07","P0187","S093","C022136",4,5.2,0.0,20.8,11.72,9.08
"0RD00002007","2024-03-21","P0044","S057","C037376",3,6.05,0.0,18.15,12.32,5.83
"0RD00002008","2024-12-04","P0072","S085","C013555",5,3.26,0.0,16.3,10.02,6.28
"0RD00002009","2024-02-08","P0157","S008","C016583",4,6.68,0.1,24.05,13.75,10.3
"0RD00002010","2023-10-13","P0180","S018","C016051",4,9.46,0.0,37.84,23.56,14.28
"0RD00002011","2023-10-28","P0040","S005","C015365",1,13.92,0.0,13.92,7.34,6.58
"0RD00002012","2023-09-28","P0045","S051","C008040",2,14.84,0.0,29.68,19.24,10.44
"0RD00002013","2024-02-12","P0106","S022","C004972",5,3.76,0.0,18.8,12.01,6.79
"0RD00002014","2024-04-14","P0174","S029","C016018",4,8.95,0.0,35.8,24.76,11.04
"0RD00002015","2023-07-02","P0007","S011","C016621",4,14.52,0.0,58.08,32.59,25.49
"0RD00002016","2024-03-25","P0028","S086","C012521",4,3.42,0.1,12.31,7.92,4.39
"0RD00002017","2024-03-16","P0160","S074","C042083",4,9.29,0.15,31.59,17.95,13.64
"0RD00002018","2023-09-04","P0132","S069","C037062",2,13.05,0.0,26.1,16.7,9.4
"0RD00002019","2023-07-09","P0083","S070","C008641",3,14.71,0.0,44.13,26.11,18.02
"0RD00002020","2024-05-08","P0137","S055","C048427",1,7.5,0.0,7.5,3.8,3.7
"0RD00002021","2024-06-12","P0139","S060","C027922",4,9.34,0.15,31.76,16.97,14.79
"0RD00002022","2023-04-09","P0081","S023","C027759",2,6.82,0.15,11.59,7.77,3.82
"0RD00002023","2023-10-24","P0195","S059","C027125",5,13.76,0.0,68.8,46.34,22.46
"0RD00002024","2023-02-03","P0103","S076","C043925",3,14.08,0.1,38.02,24.39,13.62
"0RD00002025","2024-05-18","P0192","S047","C003545",1,4.49,0.1,4.04,2.78,1.26
"0RD00002026","2024-02-01","P0003","S052","C002014",4,11.48,0.0,45.92,28.26,17.66
"0RD00002027","2024-08-19","P0032","S061","C032282",4,3.52,0.0,14.08,7.23,6.85
"0RD00002028","2024-04-11","P0165","S036","C015243",1,6.5,0.0,6.5,3.55,2.95
"0RD00002029","2023-12-14","P0106","S062","C002751",1,13.55,0.0,13.55,9.41,4.14
"0RD00002030","2024-10-18","P0026","S004","C003171",2,4.51,0.2,7.22,4.65,2.56
"0RD00002031","2024-12-16","P0146","S055","C046690",1,10.3,0.0,10.3,5.23,5.07
"0RD00002032","2024-12-23","P0109","S093","C011538",2,6.13,0.15,10.42,6.31,4.11
"0RD00002033","2024-03-16","P0117","S020","C049190",1,14.5,0.0,14.5,8.24,6.26
"0RD00002034","2023-06-09","P0032","S002","C014648",5,3.13,0.0,15.65,9.16,6.49
"0RD00002035","2023-07-30","P0023","S018","C017167",3,8.48,0.0,25.44,17.52,7.92
"0RD00002036","2023-07-07","P0069","S061","C044728",4,6.45,0.0,25.8,14.95,10.85
"0RD00002037","2024-12-04","P0049","S036","C001007",5,3.39,0.0,16.95,11.62,5.33
"0RD00002038","2024-06-28","P0016","S014","C027817",1,12.66,0.0,12.66,8.75,3.91
"0RD00002039","2023-07-04","P0109","S025","C044199",3,8.21,0.15,20.94,12.08,8.86
"0RD00002040","2024-08-04","P0200","S036","C033729",5,3.9,0.0,19.5,12.62,6.88
"0RD00002041","2024-04-11","P0001","S033","C039573",2,8.04,0.0,16.08,10.78,5.3
"0RD00002042","2024-08-05","P0102","S040","C033400",5,8.0,0.15,34.0,18.34,15.66
"0RD00002043","2023-10-13","P0148","S039","C041282",3,11.97,0.0,35.91,18.83,17.08
"0RD00002044","2023-06-07","P0046","S076","C033213",2,9.85,0.2,15.76,9.68,6.08
"0RD00002045","2024-05-30","P0151","S042","C030327",4,11.82,0.2,37.82,26.42,11.41
"0RD00002046","2024-04-13","P0033","S087","C037599",4,5.77,0.2,18.46,10.6,7.87
"0RD00002047","2024-07-04","P0056","S056","C040202",2,7.44,0.0,14.88,9.04,5.84
"0RD00002048","2023-12-31","P0156","S019","C037829",1,4.17,0.0,4.17,2.29,1.88
"0RD00002049","2023-02-25","P0177","S069","C024946",5,4.92,0.2,19.68,12.74,6.94
"0RD00002050","2024-07-29","P0101","S089","C033514",1,4.09,0.0,4.09,2.09,2.0
"0RD00002051","2024-05-19","P0185","S048","C031790",3,5.87,0.0,17.61,10.52,7.09
"0RD00002052","2023-06-20","P0115","S058","C009785",2,4.39,0.0,8.78,5.3,3.48
"0RD00002053","2023-12-26","P0131","S095","C002759",3,7.35,0.0,22.05,12.18,9.87
"0RD00002054","2024-11-18","P0074","S100","C008758",2,13.24,0.1,23.83,14.64,9.19
"0RD00002055","2024-02-21","P0076","S034","C019640",1,3.37,0.15,2.86,1.77,1.1
"0RD00002056","2023-05-20","P0024","S090","C008336",5,5.07,0.0,25.35,16.07,9.28
"0RD00002057","2023-05-06","P0031","S030","C004931",1,5.47,0.2,4.38,2.38,1.99
"0RD00002058","2024-07-29","P0134","S003","C023092",3,8.47,0.0,25.41,14.58,10.83
"0RD00002059","2024-07-28","P0103","S064","C031733",1,4.31,0.0,4.31,2.7,1.61
"0RD00002060","2024-01-08","P0081","S072","C043423",1,4.98,0.2,3.98,2.42,1.56
"0RD00002061","2024-08-25","P0172","S040","C004461",5,11.16,0.2,44.64,30.42,14.22
"0RD00002062","2024-02-11","P0086","S024","C016101",1,14.21,0.0,14.21,8.24,5.97
"0RD00002063","2023-03-05","P0008","S005","C009288",2,10.45,0.1,18.81,9.65,9.16
"0RD00002064","2024-06-17","P0176","S018","C040203",3,6.95,0.0,20.85,13.9,6.95
"0RD00002065","2023-01-24","P0015","S063","C008856",1,7.41,0.2,5.93,3.98,1.95
"0RD00002066","2023-02-01","P0145","S071","C024463",2,13.7,0.0,27.4,16.91,10.49
"0RD00002067","2023-04-26","P0186","S066","C000871",3,8.8,0.15,22.44,13.12,9.32
"0RD00002068","2023-06-03","P0012","S095","C042938",3,10.61,0.0,31.83,21.77,10.06
"0RD00002069","2023-08-06","P0180","S093","C009511",5,13.16,0.0,65.8,45.31,20.49
"0RD00002070","2024-10-26","P0149","S007","C009498",4,10.35,0.0,41.4,22.61,18.79
"0RD00002071","2023-06-09","P0112","S031","C006790",1,8.03,0.0,8.03,4.06,3.97
"0RD00002072","2024-06-25","P0133","S072","C011767",4,14.66,0.0,58.64,29.66,28.98
"0RD00002073","2024-05-05","P0142","S036","C048792",2,11.81,0.0,23.62,15.41,8.21
"0RD00002074","2024-02-11","P0152","S040","C006751",5,6.91,0.0,34.55,17.37,17.18
"0RD00002075","2024-08-26","P0007","S100","C006945",3,8.67,0.0,26.01,15.17,10.84
"0RD00002076","2023-12-07","P0110","S034","C012987",5,9.43,0.0,47.15,26.1,21.05
"0RD00002077","2024-01-27","P0044","S029","C024782",1,14.72,0.15,12.51,7.31,5.2
"0RD00002078","2023-10-20","P0097","S034","C009072",2,4.86,0.1,8.75,5.17,3.58
"0RD00002079","2024-03-24","P0156","S047","C022494",2,13.12,0.0,26.24,16.54,9.7
"0RD00002080","2024-03-19","P0081","S041","C018519",3,11.3,0.0,33.9,19.11,14.79
"0RD00002081","2024-07-05","P0068","S070","C000923",3,10.55,0.0,31.65,19.3,12.35
"0RD00002082","2023-05-22","P0077","S009","C018224",3,6.16,0.0,18.48,11.89,6.59
"0RD00002083","2024-10-03","P0052","S022","C045368",4,5.53,0.0,22.12,12.14,9.98
"0RD00002084","2023-11-04","P0124","S062","C019509",5,14.01,0.15,59.54,39.51,20.03
"0RD00002085","2023-11-07","P0120","S008","C017660",1,13.44,0.0,13.44,8.78,4.66
"0RD00002086","2024-04-08","P0125","S058","C043987",4,11.57,0.15,39.34,20.79,18.55
"0RD00002087","2024-11-22","P0100","S039","C014122",5,10.11,0.0,50.55,30.57,19.98
"0RD00002088","2024-05-14","P0032","S004","C027384",2,13.13,0.0,26.26,14.85,11.41
"0RD00002089","2024-02-02","P0011","S020","C048196",1,5.73,0.0,5.73,3.97,1.76
"0RD00002090","2024-01-06","P0113","S041","C021322",3,14.58,0.0,43.74,24.29,19.45
"0RD00002091","2024-10-02","P0171","S007","C005117",4,12.5,0.0,50.0,33.52,16.48
"0RD00002092","2023-03-08","P0052","S024","C028789",1,5.59,0.0,5.59,3.04,2.55
"0RD00002093","2023-12-25","P0073","S039","C046675",2,14.11,0.0,28.22,14.23,13.99
"0RD00002094","2024-04-10","P0183","S082","C046896",3,3.76,0.1,10.15,6.35,3.8
"0RD00002095","2023-05-15","P0064","S007","C023303",4,6.8,0.1,24.48,13.24,11.24
"0RD00002096","2023-03-21","P0168","S057","C008209",3,5.05,0.0,15.15,7.99,7.16
"0RD00002097","2023-02-12","P0151","S076","C031181",3,11.06,0.0,33.18,17.37,15.81
"0RD00002098","2024-11-04","P0187","S094","C048959",4,3.31,0.0,13.24,8.21,5.03
"0RD00002099","2024-06-03","P0041","S084","C013260",3,5.98,0.15,15.25,8.03,7.22
"0RD00002100","2023-05-14","P0017","S009","C020390",3,14.71,0.1,39.72,27.01,12.71
"0RD00002101","2023-02-16","P0122","S016","C033425",2,14.39,0.1,25.9,14.34,11.57
"0RD00002102","2024-04-09","P0035","S064","C032220",4,10.72,0.0,42.88,22.96,19.92
"0RD00002103","2024-12-07","P0103","S030","C024128",5,6.83,0.2,27.32,17.96,9.36
"0RD00002104","2023-07-10","P0013","S091","C035003",2,12.01,0.2,19.22,10.72,8.49
"0RD00002105","2024-01-09","P0115","S095","C020529",5,7.8,0.1,35.1,24.22,10.88
"0RD00002106","2024-12-16","P0098","S017","C004227",5,9.77,0.0,48.85,28.29,20.56
"0RD00002107","2023-01-18","P0175","S074","C026129",4,13.76,0.2,44.03,30.34,13.7
"0RD00002108","2023-09-04","P0177","S096","C041687",1,5.55,0.15,4.72,2.54,2.18
"0RD00002109","2023-12-30","P0145","S096","C005997",2,10.14,0.0,20.28,12.31,7.97
"0RD00002110","2024-08-14","P0010","S088","C004031",3,14.21,0.15,36.24,23.81,12.42
"0RD00002111","2024-10-30","P0124","S090","C008595",4,10.26,0.0,41.04,22.06,18.98
"0RD00002112","2024-12-26","P0152","S069","C044729",2,8.44,0.1,15.19,7.81,7.38
"0RD00002113","2023-05-07","P0122","S035","C042537",3,11.38,0.2,27.31,18.51,8.8
"0RD00002114","2023-12-27","P0001","S029","C024894",2,4.55,0.0,9.1,4.6,4.5
"0RD00002115","2024-11-14","P0126","S017","C047762",5,4.7,0.2,18.8,12.13,6.67
"0RD00002116","2024-02-17","P0110","S002","C019097",4,5.47,0.0,21.88,14.37,7.51
"0RD00002117","2024-01-27","P0045","S097","C000346",3,3.09,0.1,8.34,4.26,4.08
"0RD00002118","2023-01-14","P0130","S011","C045083",1,11.2,0.0,11.2,5.85,5.35
"0RD00002119","2024-11-13","P0114","S088","C032804",1,3.68,0.15,3.13,1.81,1.32
"0RD00002120","2024-02-01","P0171","S080","C027325",3,8.3,0.0,24.9,15.95,8.95
"0RD00002121","2023-02-09","P0005","S017","C004444",3,3.35,0.0,10.05,5.26,4.79
"0RD00002122","2024-03-04","P0103","S038","C034340",4,7.47,0.1,26.89,17.14,9.75
"0RD00002123","2023-11-30","P0036","S085","C040161",3,4.86,0.15,12.39,7.28,5.11
"0RD00002124","2024-12-06","P0180","S073","C035149",2,3.92,0.0,7.84,4.99,2.85
"0RD00002125","2024-07-14","P0159","S016","C046324",5,10.13,0.2,40.52,21.48,19.04
"0RD00002126","2023-06-12","P0127","S018","C028045",3,7.15,0.2,17.16,9.28,7.88
"0RD00002127","2023-04-16","P0159","S093","C043210",4,11.72,0.0,46.88,25.03,21.85
"0RD00002128","2024-04-30","P0079","S017","C022150",4,4.18,0.1,15.05,9.04,6.01
"0RD00002129","2024-12-20","P0055","S097","C006849",3,6.18,0.1,16.69,10.26,6.42
"0RD00002130","2023-07-06","P0126","S003","C001988",1,4.56,0.1,4.1,2.3,1.8
"0RD00002131","2024-08-23","P0155","S038","C024946",2,11.1,0.0,22.2,13.9,8.3
"0RD00002132","2024-01-23","P0068","S054","C022004",3,3.81,0.2,9.14,4.79,4.36
"0RD00002133","2023-06-17","P0076","S042","C042863",1,5.8,0.0,5.8,3.37,2.43
"0RD00002134","2023-04-26","P0087","S061","C041177",1,3.13,0.0,3.13,2.03,1.1
"0RD00002135","2023-12-10","P0062","S050","C010542",3,6.89,0.0,20.67,13.54,7.13
"0RD00002136","2023-11-23","P0038","S098","C006284",5,3.62,0.15,15.39,7.95,7.44
"0RD00002137","2023-02-27","P0025","S084","C005126",5,14.57,0.2,58.28,40.7,17.58
"0RD00002138","2023-08-12","P0128","S017","C004723",3,12.16,0.0,36.48,23.89,12.59
"0RD00002139","2024-10-07","P0078","S096","C044102",3,12.96,0.0,38.88,20.03,18.85
"0RD00002140","2024-03-30","P0157","S068","C026584",3,12.89,0.2,30.94,20.35,10.58
"0RD00002141","2024-04-30","P0173","S013","C008943",5,14.19,0.0,70.95,45.86,25.09
"0RD00002142","2024-05-06","P0094","S019","C007885",2,14.66,0.0,29.32,15.41,13.91
"0RD00002143","2024-08-12","P0080","S051","C042996",4,10.59,0.0,42.36,25.95,16.41
"0RD00002144","2024-06-11","P0002","S090","C010645",3,13.52,0.0,40.56,20.69,19.87
"0RD00002145","2024-09-29","P0061","S033","C022151",3,8.96,0.0,26.88,15.23,11.65
"0RD00002146","2023-04-09","P0124","S065","C043855",3,4.08,0.0,12.24,7.64,4.6
"0RD00002147","2024-07-02","P0063","S023","C045717",1,11.91,0.0,11.91,6.22,5.69
"0RD00002148","2023-10-28","P0082","S066","C032025",4,8.68,0.0,34.72,17.41,17.31
"0RD00002149","2024-07-26","P0026","S085","C047607",3,4.14,0.0,12.42,6.78,5.64
"0RD00002150","2024-08-02","P0141","S091","C010305",3,6.49,0.2,15.58,9.69,5.89
"0RD00002151","2024-08-09","P0091","S007","C044422",1,13.79,0.0,13.79,7.34,6.45
"0RD00002152","2023-11-19","P0089","S024","C018113",4,13.58,0.0,54.32,33.81,20.51
"0RD00002153","2024-05-21","P0027","S100","C033649",2,12.97,0.0,25.94,17.45,8.49
"0RD00002154","2024-02-07","P0159","S004","C044290",4,8.87,0.0,35.48,23.58,11.9
"0RD00002155","2023-06-26","P0197","S052","C024796",5,14.63,0.0,73.15,37.21,35.94
"0RD00002156","2024-01-24","P0086","S026","C036239",4,14.32,0.1,51.55,32.84,18.71
"0RD00002157","2023-09-09","P0014","S051","C008844",5,5.87,0.15,24.95,15.02,9.93
"0RD00002158","2023-06-27","P0190","S057","C019539",2,4.55,0.15,7.73,4.33,3.41
"0RD00002159","2024-08-20","P0145","S094","C046783",3,12.23,0.0,36.69,25.66,11.03
"0RD00002160","2024-09-18","P0085","S050","C042069",2,6.71,0.1,12.08,8.2,3.88
"0RD00002161","2024-03-27","P0000","S082","C012645",5,4.75,0.0,23.75,12.41,11.34
"0RD00002162","2023-09-07","P0019","S050","C035440",5,3.51,0.0,17.55,10.46,7.09
"0RD00002163","2023-01-14","P0195","S093","C001320",2,6.88,0.0,13.76,8.55,5.21
"0RD00002164","2023-01-13","P0175","S038","C038355",2,8.97,0.0,17.94,12.4,5.54
"0RD00002165","2024-01-16","P0049","S046","C025944",1,4.08,0.0,4.08,2.11,1.97
"0RD00002166","2024-12-27","P0095","S027","C019793",2,11.21,0.15,19.06,11.22,7.83
"0RD00002167","2024-01-02","P0043","S073","C027803",2,7.49,0.2,11.98,7.24,4.75
"0RD00002168","2023-10-29","P0036","S017","C012764",2,14.76,0.0,29.52,15.92,13.6
"0RD00002169","2024-06-20","P0138","S049","C035420",4,4.51,0.0,18.04,11.52,6.52
"0RD00002170","2024-10-11","P0150","S036","C021192",3,5.51,0.0,16.53,8.8,7.73
"0RD00002171","2023-05-20","P0002","S078","C031664",4,6.86,0.1,24.7,13.06,11.64
"0RD00002172","2023-11-02","P0100","S083","C023741",2,8.64,0.0,17.28,10.85,6.43
"0RD00002173","2023-04-14","P0037","S064","C019895",2,5.4,0.0,10.8,7.44,3.36
"0RD00002174","2023-03-13","P0092","S028","C002524",5,6.55,0.0,32.75,20.54,12.21
"0RD00002175","2024-08-27","P0096","S009","C030176",5,14.66,0.2,58.64,32.05,26.59
"0RD00002176","2024-11-04","P0171","S064","C038795",5,14.78,0.15,62.81,39.03,23.78
"0RD00002177","2023-12-10","P0055","S012","C018355",5,4.59,0.1,20.66,14.16,6.49
"0RD00002178","2024-02-18","P0090","S022","C017828",5,10.09,0.0,50.45,28.55,21.9
"0RD00002179","2024-06-22","P0117","S077","C014226",3,12.15,0.0,36.45,22.96,13.49
"0RD00002180","2023-08-11","P0108","S100","C045653",4,12.95,0.1,46.62,27.78,18.84
"0RD00002181","2024-09-13","P0052","S100","C009843",3,8.95,0.0,26.85,15.69,11.16
"0RD00002182","2024-08-03","P0049","S097","C006605",4,10.99,0.0,43.96,22.55,21.41
"0RD00002183","2023-09-07","P0198","S064","C013368",5,8.26,0.0,41.3,26.48,14.82
"0RD00002184","2024-10-28","P0068","S056","C009486",4,3.24,0.0,12.96,7.17,5.79
"0RD00002185","2023-09-30","P0174","S045","C028165",2,13.68,0.0,27.36,15.31,12.05
"0RD00002186","2024-05-30","P0055","S065","C025309",2,11.69,0.0,23.38,15.99,7.39
"0RD00002187","2023-11-15","P0077","S045","C013860",1,4.68,0.0,4.68,3.26,1.42
"0RD00002188","2024-06-18","P0119","S093","C000700",5,5.14,0.2,20.56,13.08,7.48
"0RD00002189","2024-03-20","P0125","S046","C027219",1,10.25,0.2,8.2,4.96,3.24
"0RD00002190","2024-08-16","P0101","S087","C037143",2,9.21,0.0,18.42,11.4,7.02
"0RD00002191","2024-11-13","P0130","S031","C049157",3,11.64,0.0,34.92,18.7,16.22
"0RD00002192","2024-01-07","P0128","S031","C043689",5,5.79,0.0,28.95,15.55,13.4
"0RD00002193","2024-01-25","P0084","S040","C044185",3,6.46,0.0,19.38,9.76,9.62
"0RD00002194","2023-08-26","P0079","S077","C014573",2,7.03,0.2,11.25,6.16,5.09
"0RD00002195","2023-01-18","P0181","S003","C024280",2,11.78,0.0,23.56,15.76,7.8
"0RD00002196","2024-01-11","P0151","S086","C048319",4,14.22,0.0,56.88,29.53,27.35
"0RD00002197","2024-04-03","P0143","S039","C028425",1,11.54,0.0,11.54,5.93,5.61
"0RD00002198","2023-10-11","P0014","S012","C008304",5,10.15,0.0,50.75,25.8,24.95
"0RD00002199","2023-08-31","P0079","S072","C047004",4,7.71,0.0,30.84,16.76,14.08
"0RD00002200","2023-01-18","P0050","S016","C026381",5,4.54,0.0,22.7,15.85,6.85
"0RD00002201","2023-03-04","P0011","S052","C032658",4,9.38,0.0,37.52,22.51,15.01
"0RD00002202","2023-03-31","P0102","S090","C041687",3,6.14,0.0,18.42,10.09,8.33
"0RD00002203","2024-02-18","P0119","S087","C003521",5,14.65,0.1,65.92,44.31,21.62
"0RD00002204","2023-06-27","P0071","S015","C041665",2,10.87,0.0,21.74,12.42,9.32
"0RD00002205","2024-12-19","P0170","S040","C001207",3,10.29,0.0,30.87,16.54,14.33
"0RD00002206","2023-12-27","P0182","S041","C040520",5,3.08,0.0,15.4,9.5,5.9
"0RD00002207","2024-12-07","P0163","S078","C007292",5,10.06,0.0,50.3,31.01,19.29
"0RD00002208","2024-03-05","P0077","S065","C005686",1,3.23,0.15,2.75,1.88,0.87
"0RD00002209","2023-04-30","P0071","S078","C008256",4,13.47,0.0,53.88,28.08,25.8
"0RD00002210","2024-04-05","P0056","S058","C001398",4,9.92,0.0,39.68,20.81,18.87
"0RD00002211","2024-12-09","P0028","S045","C048120",5,10.1,0.0,50.5,25.94,24.56
"0RD00002212","2023-06-18","P0015","S077","C041979",4,6.46,0.0,25.84,13.04,12.8
"0RD00002213","2023-09-26","P0053","S090","C036274",4,14.22,0.1,51.19,26.63,24.56
"0RD00002214","2023-09-23","P0182","S034","C012658",5,14.52,0.0,72.6,43.82,28.78
"0RD00002215","2023-03-20","P0090","S043","C025414",1,9.98,0.0,9.98,5.91,4.07
"0RD00002216","2024-07-14","P0042","S032","C010286",3,5.23,0.1,14.12,7.31,6.81
"0RD00002217","2023-10-02","P0111","S051","C047365",3,4.84,0.0,14.52,10.03,4.49
"0RD00002218","2023-11-01","P0135","S016","C040731",4,7.21,0.15,24.51,15.88,8.63
"0RD00002219","2023-10-19","P0008","S052","C009702",3,10.52,0.0,31.56,20.98,10.58
"0RD00002220","2024-10-15","P0006","S090","C025480",4,12.53,0.15,42.6,28.11,14.49
"0RD00002221","2024-06-06","P0076","S060","C048027",1,13.84,0.0,13.84,7.14,6.7
"0RD00002222","2023-07-16","P0018","S086","C023839",1,5.56,0.0,5.56,3.71,1.85
"0RD00002223","2024-02-25","P0075","S081","C011216",1,12.76,0.1,11.48,7.01,4.47
"0RD00002224","2023-10-21","P0170","S015","C004693",2,13.17,0.0,26.34,15.02,11.32
"0RD00002225","2023-10-30","P0129","S003","C009717",2,12.15,0.0,24.3,15.45,8.85
"0RD00002226","2023-07-14","P0057","S079","C022191",3,14.8,0.0,44.4,25.52,18.88
"0RD00002227","2023-02-10","P0021","S013","C039959",5,3.59,0.15,15.26,8.74,6.52
"0RD00002228","2023-03-19","P0169","S074","C024523",2,3.29,0.0,6.58,4.17,2.41
"0RD00002229","2024-05-07","P0117","S064","C027534",3,9.06,0.0,27.18,15.84,11.34
"0RD00002230","2024-10-20","P0158","S078","C036255",1,14.28,0.1,12.85,7.05,5.8
"0RD00002231","2024-11-16","P0060","S038","C009820",5,10.29,0.15,43.73,26.74,16.99
"0RD00002232","2023-05-30","P0194","S003","C023095",2,7.86,0.2,12.58,8.23,4.35
"0RD00002233","2024-12-19","P0150","S044","C002389",4,4.91,0.0,19.64,13.75,5.89
"0RD00002234","2023-11-28","P0094","S076","C046594",5,8.22,0.0,41.1,24.72,16.38
"0RD00002235","2024-05-02","P0201","S024","C034580",5,7.34,0.0,36.7,19.56,17.14
"0RD00002236","2024-07-26","P0030","S019","C039025",5,10.77,0.15,45.77,24.4,21.37
"0RD00002237","2023-11-11","P0072","S005","C011877",3,6.41,0.1,17.31,11.1,6.2
"0RD00002238","2023-06-23","P0000","S072","C019753",4,9.5,0.0,38.0,22.44,15.56
